Ordem,NIF ,Nome ,E-mail,URL 
478,516159780,"LUÍS MACHADO E SARA - MEDIAÇÃO DE SEGUROS, LDA",luis73.seguros@gmail.com,
479,508316901,"ANTRALMED - MEDIADORES DE SEGUROS, S.A.",antral@antral.pt,www.antral.pt
480,508177596,"MAXIFIN, UNIPESSOAL, LDA",geral@maxifin.pt,
481,508969476,"BRUNO GONÇALVES - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",bgseguros@sapo.pt,
482,508100593,"LINHA MEDIEVAL - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",geral@segurbem.pt,www.linhamedieval.pt
483,509590837,"ANTÓNIO RODRIGUES & RÚBEN RODRIGUES - MEDIAÇÃO DE SEGUROS, LDA",geral@megaseguros.com.pt,
484,507237960,"J. S. PEREIRA - MEDIAÇÃO DE SEGUROS, LDA",geral@jsp-seguros.pt,www.jsp-seguros.pt
485,509648720,"J.M.BELO - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",lojafidelidadeentroncamento@gmail.com,
486,514543620,"APRAZÍVEL CRITÉRIO, UNIPESSOAL, LDA",miguelazevedo071@gmail.com,
487,505694018,"DIAMANTINO MEDIAÇÃO SEGUROS, LDA",geral@diamantinoseguros.com,www.diamantinoseguros.com
488,510921965,"OPEN SEGUROS - MEDIAÇÃO DE SEGUROS, LDA",mps.seguros@gmail.com,www.openseguros.pt
489,514797134,"SAFE FIELD - CONSULTORIA E MEDIAÇÃO DE SEGUROS, LDA",diogo.gomes.vaz@safefield.pt,
490,508936810,"RAÚL PINHEIRO - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",raulpinheiro88@gmail.com,
491,506803163,"DOMINGOS MARTINS - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",fidelidadevilaverde@hotmail.com,
492,508995701,"DOURALL, LDA",ma.sseguros@gmail.com,
493,505260069,"CRITÂMEGA - MEDIAÇÃO DE SEGUROS, LDA",critamega@hotmail.com,www.mac-seguros.pt
494,509464408,"PINTO & RAMOS - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",,www.pintoeramos.com
495,507531922,"MEIRELES - MEDIAÇÃO DE SEGUROS, LDA",meirelesseguros@gmail.com,www.fidelidade.pt
496,510586490,"SÉRGIO NEVES SEGUROS, UNIPESSOAL, LDA",sergioneves@nevesinsurance.com,www.nevesinsurance.com
497,511275480,"RISKSEG - MEDIAÇÃO DE SEGUROS, LDA",agostinhosilva@riskseg.pt,www.riskseg-madeira.pt
498,517627728,"DIVINA MEDIAÇÃO DE SEGUROS - AGÊNCIA DE SUBSCRIÇÃO, LDA",luis.portela@divinaseguros.pt,
499,513673938,"SOUSA & MENDES, LDA",geral@sousamendes.pt,www.sousamendes.pt
500,510861407,"ADN - MEDIAÇÃO DE SEGUROS, LDA",miguel.carvalho@mdsinsure.com,
501,509543120,"S.G.E. MEDIAÇÃO DE SEGUROS, LDA",gilberto.eiras@segurosge.pt,
502,515997250,"RUI SANTOS POÇAS - MEDIAÇÃO DE SEGUROS, LDA",ruimanuelpocas@gmail.com,
503,510700861,"FB - MEDIAÇÃO DE SEGUROS, LDA",,
504,506586820,"NEWSEGUROS - MEDIAÇÃO SEGUROS, LDA",newseguros@sapo.pt,
505,509661629,"SMV - MEDIAÇÃO DE SEGUROS, LDA",smv.seguro@gmail.com,www.smvseguros.pt
506,516698834,"ASFALIS - MEDIAÇÃO DE SEGUROS, S.A.",,
507,506954161,"CAPDEVILLE, LDA",geral@capdeville-seguros.com,
508,508756316,"PASCOAL & FILHOS - MEDIAÇÃO DE SEGUROS E COMÉRCIO DE AUTOMÓVEIS, LDA",agencia.pascoal@sapo.pt,
509,510645100,"FERRAZ DE SEQUEIRA - MEDIAÇÃO DE SEGUROS, LDA",,
510,504987232,"MSCOL - SOCIEDADE MEDIAÇÃO SEGUROS, LDA",,
511,503653268,"LUÍS MARQUES, SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",geral@luismarquesseguros.pt,www.luismarquesseguros.pt
512,506326322,"MEDIADORA SEGUROS JÚPITER, LDA",armando.filipe@jupiter.pt,
513,510175562,"ANTÓNIO VASCONCELOS - MEDIAÇÃO DE SEGUROS, LDA",avasconcelos.mediacaoseguros@gmail.com,
514,510522726,"CAMILA CLARO - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",camilaclaro.seguros@gmail.com,
515,517274450,"JMC POLICARPO'S MEDIAÇÃO DE SEGUROS, LDA",,
516,505601915,"ANTÓNIO LIMA - MEDIAÇÃO DE SEGUROS, LDA",,
517,516035134,"GONZAGA & SANTOS - MEDIAÇÃO DE SEGUROS, LDA",filipegonzaga@gonzagaseguros.pt,www.gonzagaesantos.pt
518,506008231,"F.DUARTE - MEDIAÇÃO DE SEGUROS, LDA",,
519,514933950,"CATEGORIA PARALELA - GESTÃO E NEGÓCIOS, UNIPESSOAL, LDA",brunaoliveira@dsseguros.pt,
520,517180391,"SEGLAGOAS - MEDIAÇÃO SEGUROS, LDA",ana.lucas@parceiros.tranquilidade.pt,
521,507615557,"DOMUSSEGURO - SOCIEDADE MEDIAÇÃO SEGUROS, LDA",geral@domusseguro.com,
522,510628893,"TEIXEIRA DA CRUZ, LDA",geral@teixeiradacruz.com,
523,508426804,"JOÃO LUÍS MARQUES, LDA",jlmseguros@gmail.com,
524,509168965,"J. F. MEIRELES - MEDIAÇÃO DE SEGUROS, LDA",rui.meireles@jfmeireles.com,www.jfmeireles.com
525,513487891,"SECURUS, CONSULTORES DE SEGUROS, LDA",antonio.feitor@securus-seguros.pt,
526,509865526,"MELHOR DECISÃO - MEDIAÇÃO DE SEGUROS, LDA",nuno.lopes.onseguros@gmail.com,
527,510987710,"VIDALMASEG - MEDIAÇÃO DE SEGUROS, LDA",fidelidade.cantanhede@gmail.com,
528,511252439,"JONAS ASCENSÃO - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",jonas.ascensao@gmail.com,
529,508729165,"BIS - MEDIAÇÃO DE SEGUROS, LDA",geral@bis.pt,www.bis.pt
530,504798626,"DIRIGESTE - MEDIAÇÃO DE SEGUROS, LDA",seguros@dirigeste.pt,
531,514006366,"FSA - SOCIEDADE DE AVERIGUAÇÕES E PERITAGENS DE SINISTROS, LDA",fernando.sousa@fsavg.pt,
532,510082840,"ADRENALINA MAIS MEDIAÇÃO SEGUROS, LDA",info@adrenalinaseguros.pt,www.adrenalinaseguros.pt
533,510498965,"PEDRO RUI FREITAS - SEGUROS, LDA",pedrofreitasseguros@gmail.com,
534,509945813,"GET ACTIVE INSURANCE - MEDIAÇÃO DE SEGUROS, LDA",,
535,513835512,"ALEXANDRE SEGUROS - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",geral@alexandreseguros.pt,www.alexandreseguros.pt
536,506309460,"JOAQUIM CARVALHO - MEDIAÇÃO DE SEGUROS, LDA",jcarvalho.geral@gmail.com,
537,510864970,"RBCS, CONSULTORIA & SERVIÇOS, LDA",rnbservicos@gmail.com,
538,506740471,"COIMBRA & COIMBRA - MEDIAÇÃO DE SEGUROS, LDA",coimbra.coimbra@gmail.com,
539,516455842,"SEGUROS INSTANTE, LDA",,
540,509675921,"FG - SEGUROS, LDA",fernando.gomes@fg-seguros.pt,www.fg-seguros.pt
541,516372408,"ESTRATÉGIA PRODIGIOSA, LDA",estrategiaprodigiosa@gmail.com,
542,510062555,"SOCALMED - SOCIEDADE CALDENSE DE MEDIAÇÃO, LDA",geral@socalmed.pt,www.socalmed.pt
543,503920193,"LAURENTINO GASPAR - MEDIADOR DE SEGUROS, LDA",rute.gaspar@lgaspar.pt,
544,503761648,"SECURCEL - MEDIAÇÃO DE SEGUROS, LDA",securcel.seguros@gmail.com,
545,511207344,"DAF - DAVIDE FERNANDES MEDIAÇÃO DE SEGUROS, LDA",seguros.daf@gmail.com,
546,505891794,"CONSULTSEGUROS - MEDIAÇÃO DE SEGUROS, LDA",ltnconsultseguros@gmail.com,
547,509314589,"ABQ MEDIAÇÃO DE SEGUROS, LDA",geral@abq-seguros.pt,www.abq-seguros.pt
548,513294783,"LUÍS MIGUEL TEIXEIRA - MEDIAÇÃO DE SEGUROS, LDA",miguelteixeira.geral.seguros@gmail.com,
549,510452116,"CAIXA-FORTE - MEDIAÇÃO SEGUROS, LDA",pedro.gouveia@lojafidelidade.pt,
550,509670547,"RUI MOTA - MEDIAÇÃO DE SEGUROS, LDA",ruimota.seguros@gmail.com,www.motaseguros.com
551,509697216,"A. BARRETO - MEDIAÇÃO DE SEGUROS, LDA",carlos.marques@tagusconsultores.pt,
552,502732148,"SEGURMAR MEDIAÇÃO DE SEGUROS, LDA",,
553,516237896,"TELMA CRISTINA - MEDIAÇÃO DE SEGUROS, LDA",geral@telmacristina.pt,www.telmacristina.pt
554,506293300,"CARLOS FONTES & FILHOS - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",geral@fontesseguros.com,www.fontesseguros.com
555,510087310,"SEGUEFA - MEDIAÇÃO DE SEGUROS, LDA",seguefa@seguefa.com,www.seguefa.com
556,513788450,"E B G S - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",gebseguros@gmail.com,
557,513674209,"WAYSEGUR - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",seguros@senhorinhoseguros.com,www.senhorinhoseguros.com
558,503548944,"MEDIMAPE - SOCIEDADE MEDIADORA DE SEGUROS, LDA",joao.pereira@medimape.com,www.medimape.com
559,513615970,"TELMO ALMEIDA MOREIRA, UNIPESSOAL, LDA",geral@telmomoreira.pt,www.telmomoreira.pt
560,507401212,"PAULO BARROS, LDA",,www.paulobarros-seg.pt
561,514960558,"EXATO - CONSULTORIA & MEDIAÇÃO DE SEGUROS, LDA",geral@exatoseguros.pt,www.exatoseguros.pt
562,508638925,"STAR CONSULTE - MEDIAÇÃO DE SEGUROS, LDA",geral@starconsulte.com,www.starconsulte.com
563,506231410,"SEGUREXPERT - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",geral@segurexpert.pt,www.segurexpert.pt
564,513094750,"ENTROSEGUR - SOCIEDADE MEDIAÇÃO, UNIPESSOAL, LDA",contabilidadeentrosegur@gmail.com,
565,510378358,"LASG - MEDIAÇÃO DE SEGUROS, LDA",luis.goncalves@agentegeral.ageas.pt,
566,501258558,"BÉ - SEGURO SOCIEDADE MEDIADORA DE SEGUROS, LDA",francisco.gaivao@be-seguro.com,
567,514930764,"ANTÓNIO ALMEIDA - MEDIAÇÃO DE SEGUROS, LDA",seguros@segmed.pt,www.segmed.pt
568,502897732,"MEDIPOM - MEDIAÇÃO DE SEGUROS, LDA",pombal@medipom.pt,www.medipom.pt
569,509592538,"J.C.FERRAZ, LDA",geral@cimpas.pt,www.jcferraz.com
570,509322255,"CUBO SEGUROS, LDA",,
571,514305150,"LEAL - MEDIAÇÃO DE SEGUROS, LDA",lealseguros@gmail.com,www.lealseguros.com
572,513353895,"MEDIMUTUA - MEDIAÇÃO MÚTUA DE SEGUROS, LDA",,www.medimutuaseguros.com
573,513608052,"TRANQUILOCASIÃO - MEDIAÇÃO DE SEGUROS, LDA",nhbseguros@gmail.com,
574,515314650,"ATALAIA - MEDIAÇÃO DE SEGUROS, LDA",cristo.aljezur.fidelidade@gmail.com,www.fidelidade.pt
575,510245854,"RICARDO & CARLA - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",carladias@a-seguros.pt,
576,507503970,"ARNALDO GOUVEIA - MEDIAÇÃO DE SEGUROS, LDA",arnaldoseguros@mail.telepac.pt,
577,510824960,"AJL - MEDIAÇÃO DE SEGUROS, LDA",geral@ajlseguros.pt,www.ajlseguros.pt
578,510284825,"SILVERTALENTS SEGUROS E SERVIÇOS, LDA",guimaraesseguros1@sapo.pt,
579,515569747,"ANA CANTEIRO, UNIPESSOAL, LDA",anacanteiro@dsseguros.pt,
580,501394664,"A MORAIS - CORRETORES E CONSULTORES DE SEGUROS, LDA",amorais@amorais.pt,
581,510475582,"JCB MEDIAÇÃO DE SEGUROS, LDA",jcbseguroslda@gmail.com,
582,509906877,"PEDRO GARCIA - MEDIAÇÃO DE SEGUROS, LDA",pedro.garciaseguros@sapo.pt,
583,504405446,"CABAÇAMED - MEDIADORA DE SEGUROS, LDA",geral@cabacamed.pt,www.cabacamed.pt
584,503964689,"J.HENRIQUES - MEDIAÇÃO DE SEGUROS, LDA",jhenriqueslda@gmail.com,
585,509838944,"SEGURTEI - MEDIAÇÃO DE SEGUROS, LDA",andreiateixeira@ormes.pt,www.segurtei.pt
586,514063785,"AJSEG - MEDIAÇÃO DE SEGUROS, LDA",,www.ajseg.pt
587,504144553,"COSTA PEREIRA - MEDIAÇÃO DE SEGUROS, LDA",,
588,509615724,"MIGUEL SILVA & ISILDA DIAS - MEDIAÇÃO DE SEGUROS, LDA",isilda_dias@sapo.pt,
589,510849580,"RICARDO SEGUROS - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",ricardo.partners@gmail.com,
590,509593500,"OPTIRATE - MEDIAÇÃO DE SEGUROS, LDA",eduardo.optirate@gmail.com,
591,508063680,"A.JÚLIO - MEDIAÇÃO DE SEGUROS & INVESTMENTS, UNIPESSOAL, LDA",caldas@autojulio.pt,www.ajulio.pt
592,513788271,"DIÁLOGOS & REGRAS MEDIAÇÃO DE SEGUROS, LDA",emiliarosateixeira@hotmail.com,www.derseguros.pt
593,506423158,"JOÃO ABREU - MEDIAÇÃO DE SEGUROS, LDA",,
594,500939314,"GLOBO - CORRETORES DE SEGUROS, LDA",info@globoseguros.pt,www.globoseguros.pt
595,516131591,"MOITEIRO & CERDEIRA - SEGUROS, LDA",susana.cerdeira@icloud.com,
596,516370979,"JCSM - GESTÃO DE SEGUROS, LDA",joaocsm@netcabo.pt,
597,509793444,"VERÓNICA - MEDIAÇÃO DE SEGUROS, LDA",veronicamediacaoseguros@gmail.com,
598,514558075,"COMPETÊNCIA SEGURADA - GESTÃO DE SERVIÇOS, LDA",geral@gestaodeseguros.com,www.gestaodeseguros.com
599,510160573,"LUÍS AGUDO - MEDIAÇÃO DE SEGUROS, SOCIEDADE UNIPESSOAL, LDA",geral@luisagudo.pt,www.luisagudo.pt
600,514134763,"SUCCESEGUROS - MEDIAÇÃO DE SEGUROS, LDA",mapfre.lojadelagos@gmail.com,
601,513575227,"DIAMANTESEG - MEDIAÇÃO DE SEGUROS, LDA",diamantino_gomes@sapo.pt,
602,510715893,"ALL BÓNUS - MEDIAÇÃO DE SEGUROS, LDA",geral@all-bonus.pt,
603,509217460,"MAISJORAL - MEDIAÇÃO DE SEGUROS, LDA",joralseguros@mail.telepac.pt,
604,510393691,"PATAMAR NUMÉRICO - MEDIAÇÃO DE SEGUROS, LDA",geral@followtarget.com,
605,509278388,"ANICETO SOARES & GOUVEIA - GESTÃO E MEDIAÇÃO DE SEGUROS, LDA",seguros.soares@gmail.com,
606,508822670,"SEGSIL - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",geral@segsil.com,www.segsil.com
607,507698444,"PEDRO COSTA - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",pedrocostaseguros@sapo.pt,
608,513767207,"PORTUGAL SEGURO - MEDIAÇÃO DE SEGUROS, LDA",geral@portugalseguro.pt,www.portugalseguro.pt
609,515271829,"MARCO & FÁTIMA VILAS BOAS, LDA",marcomediacao@hotmail.com,
610,515407720,"ADÉLIA E NORBERTO MEDIAÇÃO DE SEGUROS, LDA",,
611,510011322,"MASE, LDA",geral@mase.pt,www.mase-seguros.com
612,513034072,"PEDRO MOTA CARDOSO - SEGUROS, LDA",pedro.mota.seguros@gmail.com,
613,513825088,"VALTER PAIVA, UNIPESSOAL, LDA",geral@valterpaivaseguros.pt,www.valterpaivaseguros.pt
614,503456772,"PREVENÇÃO - MEDIADORA DE SEGUROS, LDA",,www.prevencao.pt
615,505229064,"AGÊNCIA S. MIGUEL - MEDIAÇÃO DE SEGUROS, LDA",mario.monteiro@agentegeral.ageas.pt,
616,510451128,"LUÍS BORGES - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",geral.luisborgesseguros@gmail.com,www.luisborgesseguros.pt
617,508278899,"ABFSEGUROS - GESTÃO E MEDIAÇÃO DE SEGUROS, LDA",albufeiraseguros@sapo.pt,
618,502599715,"GUIMARÃES, LDA",guimaraes-seguros@mail.telepac.pt,
619,513961259,"HILÁRIO PIRES, MEDIAÇÃO DE SEGUROS, LDA",hjvseguros@sapo.pt,
620,508981077,"EXEMPLIBONUS, LDA",exemplibonus@gmail.com,
621,510535852,"SEGURLITORAL - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",manuel.m.silva@agentegeral.ageas.pt,
622,508206065,"AGÊNCIA ANDRADE & FERREIRA - MEDIAÇÃO DE SEGUROS, LDA",seg.andrade@sapo.pt,www.agenciaandrade.com
623,515128520,"PLÁCIDOS - MEDIAÇÃO DE SEGUROS, LDA",,
624,510063373,"J. D. CARNEIRO - MEDIAÇÃO DE SEGUROS, LDA",geral@jdcarneiro.pt,
625,508440890,"PRIVILEGE E CARVALHO, LDA",filipecarvalho@msn.com,
626,503231754,"UNIVERSEGUROS - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",geral@universeguros.pt,www.universeguros.pt
627,515543705,"SAFE DAYS, LDA",dias.seguros@diasseguros.pt,
628,501487891,"ALBUQUERQUE - MEDIADORES DE SEGUROS, LDA",ricardo.nobre@albuquerque.pt,www.albuquerque.pt
629,500384630,"MENDES & SILVA - CORRETORES E CONSULTORES DE SEGUROS, LDA",geral@ms-seguros.pt,www.ms-seguros.pt
630,509561683,"IBCONSEG - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",geral@ibconseg.pt,
631,503167185,"SOCIALMO - MEDIAÇÃO DE SEGUROS, LDA",,
632,508475368,"GLOBAUREA - MEDIAÇÃO DE SEGUROS, LDA",globaurea@gmail.com,
633,515880400,"BEIRA DINÂMICA - MEDIAÇÃO DE SEGUROS, LDA",geral@beiradinamica.com,www.beiradinamica.pt
634,509790046,"SEGURAMENTE - SOCIEDADE DE MEDIAÇÃO DE SEGUROS E FINANCIAMENTOS, LDA",suporte@seguramente.pt,www.seguramente.pt
635,513911901,"CONSTANTE OTIMISMO, LDA",angradoheroismo@dsseguros.pt,
636,515999571,"MPF - SOCIEDADE MEDIADORA DE SEGUROS, LDA",pedro.farto@netvisao.pt,
637,508397731,"MARIA PRAGOSA - MEDIAÇÃO DE SEGUROS, LDA",geral@mpragosa-seguros.pt,www.mpragosa-seguros.pt
638,507966287,"CLEMENTE SEGUROS - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",andreia.clementeseguros@gmail.com,
639,505876833,"CODIGOSEGUR - MEDIAÇÃO SEGUROS, LDA",bap.diogo75@gmail.com,
640,509519512,"ALLEXUS DUX - MEDIAÇÃO DE SEGUROS, LDA",sergio.soares@allexus.pt,
641,509679897,"CECÍLIA DUARTE - MEDIAÇÃO DE SEGUROS, LDA",duartececilia@sapo.pt,
642,515183768,"FÁTIMA TRAVESSA - MEDIAÇÃO DE SEGUROS, LDA",seguros@fatimatravessa.com,www.fidelidade.pt
643,510942202,"TERESA RODRIGUES & PEDRO CAETANO - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",teresa.marisa.rodrigues@private.ageas.pt,
644,502542810,"SANO-SEGUROS-SOCIEDADE MEDIADORA DE SEGUROS, UNIPESSOAL, LDA",sanoseguroslx@sapo.pt,
645,515252794,"JOSÉ CASTRO - MEDIAÇÃO DE SEGUROS, LDA",joseaugusto.seguros@hotmail.com,
646,514070684,"INSURMED SOC, LDA",pensais@gmail.com,
647,506623386,"VITOR ALMEIDA - MEDIAÇÃO DE SEGUROS, LDA",geral@vaseguros.com,
648,510047467,"JOSÉ MIRANDA - MEDIAÇÃO DE SEGUROS, LDA",,
649,503395170,"DIOSEGUROS - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",geral@dioseguros.com,www.dioseguros.com
650,504189727,"NORMICONTA - MEDIAÇÃO DE SEGUROS, LDA",,www.normiconta.pt
651,502765747,"AGIEV - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",agiev@sapo.pt,
652,504500740,"OLINDO ALMEIDA & FILHOS, LDA",,
653,508884993,"ESCRIFAFE - MEDIAÇÃO DE SEGUROS, LDA",,
654,503940798,"TOMÉ - MEDIAÇÃO DE SEGUROS, LDA",joanaffaria@gmail.com,
655,509438288,"JOÃO GARRUDO - MEDIAÇÃO DE SEGUROS, LDA",geral@gms-seguros.com,www.gms-seguros.com
656,514245344,"VICTOR GOMES FERREIRA, LDA",vgfseguros@gmail.com,
657,509698093,"ASBARQUEIROS - MEDIAÇÃO DE SEGUROS, LDA",casanovaseguros@gmail.com,
658,504406469,"DOMSEGURO - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",pimentel@domseguro.pt,
659,509217648,"ISIDORO DIAS, LDA",diaseguros@diaseguros.pt,
660,515293806,"SÍLVIA TAVARES - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",spltavares18@hotmail.com,
661,508565634,"BATISTA & BATISTA - SOCIEDADE MEDIAÇÃO SEGUROS, LDA",batistaseguros@allianznet.pt,
662,510527060,"AGE II - MEDIAÇÃO DE SEGUROS, LDA",coimbra@ageseguros.pt,
663,504398997,"MEDILOJA - MEDIAÇÃO SEGUROS, LDA",geral@mediloja.com,
664,509863558,"COMPARE SEGUROS - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",manuel.mello@compareomercado.pt,
665,508357667,"AZIMUTE - GESTÃO E MEDIAÇÃO DE SEGUROS, LDA",info@azimute.co.pt,azimute.co.pt
666,506127265,"MURCHESEGUR - MEDIAÇÃO DE SEGUROS, LDA",geral@murcheseguros.pt,
667,510096557,"J. JARDIM MEDIAÇÃO DE SEGUROS, LDA",jardimjoao92@gmail.com,
668,513645012,"JORGE CAMILO, UNIPESSOAL, LDA",jorge.camilo@creditoycaucion.pt,www.machadouni.pt
669,507690915,"J.CUNHA & MORAIS - MEDIAÇÃO DE SEGUROS, LDA",julio.a.morais@sapo.pt,
670,508591694,"ARTKAPITAL MEDIAÇÃO DE SEGUROS, LDA",miguel.nascimento@artkapital.pt,
671,980731828,TSG INSURANCE SERVICES - SUCURSAL EM PORTUGAL,anne.ollerenshaw@spectrum-ifa.com,
672,507477847,"FINISTATUS, LDA",finistatus@gmail.com,
673,980718422,"WISEG MEDIACION DE SEGUROS SL, SUCURSAL EM PORTUGAL",sw@c1broker.es,
674,514019255,"SEGURISSIMO - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",segurissimo.sociedade.mediacao@gmail.com,
675,508683432,"H & M - MEDIAÇÃO DE SEGUROS, LDA",helenalidonio.fidelidadealmeirim@outlook.pt,
676,501478582,"SEGUROS LETHES - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",lethes.seguros@gmail.com,
677,508859611,"PLENO - MEDIAÇÃO SEGUROS, LDA",julio-abreu@sapo.pt,
678,501204873,"MSB - MEDIADORES DE SEGUROS, LDA",sandrabeirao@msb.pt,
679,510783775,"ANA & MARTINHO - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",joaquim.martinho@martinhoseguros.com,
680,980707854,"ASCENTIEL INTERNATIONAL, S.L. SUCURSAL EM PORTUGAL",info@seguropordias.pt,
681,506237575,"FURTADOS & RODRIGUES, LDA",furtados.rodrigues@sapo.pt,
682,505151677,"SALINA - SOCIEDADE MEDIAÇÃO SEGUROS, LDA",,www.salina.pt
683,507237226,"GOMESSEG, LDA",geral@gomesseg.pt,www.gomesseg.pt
684,515154679,"LYA - MEDIAÇÃO DE SEGUROS, LDA",,www.lya-seguros.com
685,509369057,"NSN - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",nogueira.norberto@gmail.com,
686,509650627,"MARQUES & ROCHA - MEDIAÇAO SEGUROS, LDA",,www.segurosmarques.com
687,509570917,"JOÃO GARRAFÃO - MEDIAÇÃO SEGUROS, LDA",joao.garrafao@gmail.com,
688,514643668,"COIMBRA DUARTE - MEDIAÇÃO DE SEGUROS, LDA",limatosduarte@gmail.com,
689,510943985,"ALIMAR SEGUROS - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",,www.alimarseguros.com
690,500860920,"OTS - CORRETORES DE SEGUROS, LDA",comerciais@ots.pt,www.ots.pt
691,508687276,"PAULO TEIXEIRA - MEDIAÇÃO DE SEGUROS, LDA",info@segurosteixeira.com,
692,503814806,"S.G.B. - MEDIAÇÃO DE SEGUROS, LDA",seguros@sgb.pt,
693,517694450,"4QMS, LDA",quental.c@gmail.com,
694,514879319,"MURALHANÓNIMA, LDA",penafiel@muralhanonima.pt,
695,513770739,"MEIRELES & MONTEIRO - MEDIAÇÃO DE SEGUROS, LDA",meirelesseguros@netcabo.pt,
696,508561680,"JDOISJ - SOCIEDADE MEDIAÇÃO SEGUROS, LDA",,www.jdoisj.pt
697,510705529,"JLRV SOUZELLAS SEGUROS - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",joaquimjlrv@gmail.com,
698,514166002,"MADECENNALE - MEDIAÇÃO DE SEGUROS, LDA",admin1@madecennale.com,
699,514026170,"FREDERICO HUMBERTO, UNIPESSOAL, LDA",,
700,513434542,"INSURFIN, LDA",,
701,515293989,"BENTO SEGUROS, LDA",,www.figueiranegocios.com
702,501146890,"SCALIS - MEDIADORA DE SEGUROS, LDA",geral@scalis.pt,www.scalis.pt
703,510342043,"P & E - MEDIAÇÃO DE SEGUROS, LDA",,
704,516317652,"DIAS & EDGAR, LDA",jose.eduardo.dias@sapo.pt,
705,505886146,"SPOT - MEDIAÇÃO DE SEGUROS, LDA",,www.spotseguros.pt
706,513533079,"JOSÉ MADEIRA - MEDIAÇÃO DE SEGUROS, LDA",,
707,515150088,"PATRÍCIO AFONSO - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",,
708,510896944,"MARCO CONCEIÇÃO - SEGUROS, UNIPESSOAL, LDA",mpmc@sapo.pt,
709,507616316,"MARIA ÂNGELA -SOCIEDADE MEDIAÇÃO SEGUROS, LDA",fidelidaderegua@gmail.com,
710,514332719,"FRONT OFFICE-MEDIAÇÃO DE SEGUROS, LDA",seguros@front-office.pt,
711,504647440,"EVOLUÇÃO SEGURA - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, LDA",info@evolucaosegura.com,www.evolucaosegura.com
712,509228275,"DIES CERTUS - MEDIAÇÃO DE SEGUROS, LDA",geral.diescertus@gmail.com,www.diescertus.pt
713,510530958,"HISONIA, S.A.",,www.hisonia.com
714,514234458,"BELA - MEDIAÇÃO DE SEGUROS, LDA",isabel.ferreira@belaseguros.com,
715,509672000,"LUIS MORAIS, MEDIAÇÃO DE SEGUROS, LDA",luismorais.seguros@hotmail.com,www.luismoraisseguros.pt
716,514190345,"PIRATA JANOTA MEDIAÇÃO DE SEGUROS, LDA",,
717,507365917,"CARLOS NORONHA, MEDIAÇÃO DE SEGUROS, LDA",cnoronha@carlosnoronha.pt,www.carlosnoronha.pt
718,517363917,"SRM, LDA",,
719,509353444,"JOSÉ MOREIRA - SOCIEDADE MEDIAÇÃO DE SEGUROS, LDA",,
720,514393793,"VOLTUJA SEGUROS - MEDIAÇÃO DE SEGUROS, LDA",,
721,516029207,"JOÃO SARAIVA - MEDIAÇÃO DE SEGUROS, LDA",joaopedro@joaosaraiva.com.pt,www.joaosaraiva.com.pt
722,507508882,"TONDELSEGUROS - MEDIAÇÃO SEGUROS, LDA",,
723,513190449,"PAULA OLIVEIRA - MEDIAÇÃO DE SEGUROS, UNIPESSOAL, LDA",paulaguedes@seguraria.com,
